threshold,tp_threshold,sl_threshold,tp_sell,sl_sell,CAGR,MDD,Sharpe,Sortino,CumulativeReturn,Trades,HitDays,NumTP,NumSL
-4.1,20.0,-45.0,75.0,25.0,0.06850212991126847,-0.6888398244924043,0.0,0.0,0.8107390848802161,252.0,252.0,37.0,2.0
-4.1,20.0,-45.0,75.0,50.0,0.06680938568036576,-0.686200661050197,0.0,0.0,0.7851949976442649,252.0,252.0,37.0,2.0
-4.1,20.0,-45.0,75.0,75.0,0.06518963406930922,-0.6832562505804801,0.0,0.0,0.7610526424925346,252.0,252.0,37.0,2.0
-4.1,20.0,-45.0,75.0,100.0,0.06356091055037116,-0.6832562505804801,0.0,0.0,0.7370694704935636,252.0,252.0,35.0,2.0
-4.1,20.0,-45.0,100.0,25.0,0.06652199530563951,-0.5841943058099686,0.0,0.0,0.7808901164160138,252.0,252.0,33.0,2.0
-4.1,20.0,-45.0,100.0,50.0,0.06501715827006382,-0.5809226526500528,0.0,0.0,0.7584990625635035,252.0,252.0,33.0,2.0
-4.1,20.0,-45.0,100.0,75.0,0.06339232827367969,-0.5786850002499617,0.0,0.0,0.7346037234712852,252.0,252.0,33.0,2.0
-4.1,20.0,-45.0,100.0,100.0,0.06182231383444026,-0.5786850002499617,0.0,0.0,0.7117890042686585,252.0,252.0,32.0,2.0
-4.1,20.0,-40.0,25.0,25.0,0.08426610591035288,-0.8264707634548043,0.0,0.0,1.064677063742589,252.0,252.0,0.0,0.0
-4.1,20.0,-40.0,25.0,50.0,0.08744516151149972,-0.8029871713146965,0.0,0.0,1.1195607894840172,252.0,252.0,0.0,0.0
-4.1,20.0,-40.0,25.0,75.0,0.0881595461373279,-0.7792442095483152,0.0,0.0,1.1320709329851502,252.0,252.0,30.0,4.0
-4.1,20.0,-40.0,25.0,100.0,0.08308325641296554,-0.783451206519337,0.0,0.0,1.0445807538625824,252.0,252.0,32.0,3.0
-4.1,20.0,-40.0,50.0,25.0,0.061570323984950104,-0.7852561454409512,0.0,0.0,0.7081521408536655,252.0,252.0,31.0,3.0
-4.1,20.0,-40.0,50.0,50.0,0.07233426321743996,-0.7608568576330967,0.0,0.0,0.8697706226518132,252.0,252.0,31.0,3.0
-4.1,20.0,-40.0,50.0,75.0,0.07569485645674834,-0.734488740192783,0.0,0.0,0.922938957226543,252.0,252.0,32.0,3.0
